parent_chembl_id,parent_name,parent_smiles,fragment_smiles,fragment_clean,n_atoms
CHEMBL1200737,COLFOSCERIL PALMITATE,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,[4*]CC([4*])C[4*],[H]CC([H])C[H],3
CHEMBL1200737,COLFOSCERIL PALMITATE,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,[1*]C(=O)CCCCCCCCCCCCCCC,[H]C(=O)CCCCCCCCCCCCCCC,17
CHEMBL1200737,COLFOSCERIL PALMITATE,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,[5*][N+](C)(C)C,[H][N+](C)(C)C,4
CHEMBL1200743,IOXAGLATE SODIUM,CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)[O-])c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I.[Na+],[1*]C(C)=O,[H]C(C)=O,3
CHEMBL1200743,IOXAGLATE SODIUM,CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)[O-])c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I.[Na+],[4*]CCO,[H]CCO,3
CHEMBL1200743,IOXAGLATE SODIUM,CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)[O-])c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I.[Na+],[1*]C(=O)C[4*],[H]C(=O)C[H],3
CHEMBL1200743,IOXAGLATE SODIUM,CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)[O-])c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I.[Na+],[16*]c1c(I)c([16*])c(I)c([16*])c1I,[H]c1c(I)c([H])c(I)c([H])c1I,9
CHEMBL1200743,IOXAGLATE SODIUM,CNC(=O)c1c(I)c(C(=O)NCC(=O)Nc2c(I)c(C(=O)[O-])c(I)c(C(=O)NCCO)c2I)c(I)c(N(C)C(C)=O)c1I.[Na+],[6*]C(=O)[O-],[H]C(=O)[O-],3
CHEMBL1200745,OXPRENOLOL HYDROCHLORIDE,C=CCOc1ccccc1OCC(O)CNC(C)C.Cl,[16*]c1ccccc1[16*],[H]c1ccccc1[H],6
CHEMBL1200745,OXPRENOLOL HYDROCHLORIDE,C=CCOc1ccccc1OCC(O)CNC(C)C.Cl,[4*]CC=C,[H]CC=C,3
CHEMBL1200745,OXPRENOLOL HYDROCHLORIDE,C=CCOc1ccccc1OCC(O)CNC(C)C.Cl,[4*]CC(O)C[4*],[H]CC(O)C[H],4
CHEMBL1200745,OXPRENOLOL HYDROCHLORIDE,C=CCOc1ccccc1OCC(O)CNC(C)C.Cl,[4*]C(C)C,[H]C(C)C,3
CHEMBL1200747,AMMONIUM LACTATE,CC(O)C(=O)O.N,CC(O)C(=O)O.N,CC(O)C(=O)O.N,7
CHEMBL1200748,CARBIDOPA,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O.O,[8*]C[C@](C)(NN)C(=O)O,[H]C[C@](C)(NN)C(=O)O,8
CHEMBL1200748,CARBIDOPA,C[C@@](Cc1ccc(O)c(O)c1)(NN)C(=O)O.O,[16*]c1ccc(O)c(O)c1,[H]c1ccc(O)c(O)c1,8
CHEMBL1200749,LEVOBUPIVACAINE HYDROCHLORIDE,CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C.Cl,[5*]N1CCCC[C@H]1[13*],[H]N1CCCC[C@H]1[H],6
CHEMBL1200749,LEVOBUPIVACAINE HYDROCHLORIDE,CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C.Cl,[4*]CCCC,[H]CCCC,4
CHEMBL1200749,LEVOBUPIVACAINE HYDROCHLORIDE,CCCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C.Cl,[16*]c1c(C)cccc1C,[H]c1c(C)cccc1C,8
CHEMBL1200750,PROMETHAZINE HYDROCHLORIDE,CC(CN1c2ccccc2Sc2ccccc21)N(C)C.Cl,[4*]CC([4*])C,[H]CC([H])C,3
CHEMBL1200750,PROMETHAZINE HYDROCHLORIDE,CC(CN1c2ccccc2Sc2ccccc21)N(C)C.Cl,[5*]N1c2ccccc2Sc2ccccc21,[H]N1c2ccccc2Sc2ccccc21,14
CHEMBL1200750,PROMETHAZINE HYDROCHLORIDE,CC(CN1c2ccccc2Sc2ccccc21)N(C)C.Cl,[5*]N(C)C,[H]N(C)C,3
CHEMBL1200751,MERCAPTOPURINE,O.S=c1[nH]cnc2nc[nH]c12,O.S=c1[nH]cnc2nc[nH]c12,O.S=c1[nH]cnc2nc[nH]c12,11
CHEMBL1200756,PYRIDOXINE HYDROCHLORIDE,Cc1ncc(CO)c(CO)c1O.Cl,[16*]c1cnc(C)c(O)c1[16*],[H]c1cnc(C)c(O)c1[H],8
CHEMBL1200757,PANCURONIUM BROMIDE,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1.[Br-].[Br-],[1*]C(C)=O,[H]C(C)=O,3
CHEMBL1200757,PANCURONIUM BROMIDE,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1.[Br-].[Br-],[15*][C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@]4(C)[C@@H]([15*])[C@@H]([15*])C[C@@H]34)[C@@]2(C)C[C@@H]1[15*],[H][C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@]4(C)[C@@H]([H])[C@@H]([H])C[C@@H]34)[C@@]2(C)C[C@@H]1[H],19
CHEMBL1200757,PANCURONIUM BROMIDE,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1.[Br-].[Br-],[5*][N+]1(C)CCCCC1,[H][N+]1(C)CCCCC1,7
CHEMBL1200758,AMPICILLIN SODIUM,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+],[16*]c1ccccc1,[H]c1ccccc1,6
CHEMBL1200758,AMPICILLIN SODIUM,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+],[13*][C@@H]1N2C(=O)[C@@H]([15*])[C@H]2SC1(C)C,[H][C@@H]1N2C(=O)[C@@H]([H])[C@H]2SC1(C)C,10
CHEMBL1200758,AMPICILLIN SODIUM,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+],[1*]C(=O)[C@@H]([8*])N,[H]C(=O)[C@@H]([H])N,4
CHEMBL1200758,AMPICILLIN SODIUM,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[Na+],[6*]C(=O)[O-],[H]C(=O)[O-],3
CHEMBL1200759,ANAGRELIDE HYDROCHLORIDE,Cl.O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1,Cl.O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1,Cl.O=C1CN2Cc3c(ccc(Cl)c3Cl)N=C2N1,17
CHEMBL1200760,BALSALAZIDE DISODIUM,O=C([O-])CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)[O-])c2)cc1.[Na+].[Na+],[4*]CCC(=O)[O-],[H]CCC(=O)[O-],5
CHEMBL1200760,BALSALAZIDE DISODIUM,O=C([O-])CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)[O-])c2)cc1.[Na+].[Na+],[16*]c1ccc(/N=N/c2ccc(O)c([16*])c2)cc1,[H]c1ccc(/N=N/c2ccc(O)c([H])c2)cc1,15
CHEMBL1200760,BALSALAZIDE DISODIUM,O=C([O-])CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)[O-])c2)cc1.[Na+].[Na+],[6*]C(=O)[O-],[H]C(=O)[O-],3
CHEMBL1200761,CHLOROTRIANISENE,COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,[16*]c1ccc([16*])cc1,[H]c1ccc([H])cc1,6
CHEMBL1200762,BETAMETHASONE SODIUM PHOSPHATE,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+],[4*]CC([6*])=O,[H]CC([H])=O,3
CHEMBL1200762,BETAMETHASONE SODIUM PHOSPHATE,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+],[15*][C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,[H][C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,24
CHEMBL1200762,BETAMETHASONE SODIUM PHOSPHATE,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+],[3*]OP(=O)([O-])[O-],[H]OP(=O)([O-])[O-],5
CHEMBL1200763,IODOHIPPURATE SODIUM I 131,O=C([O-])CNC(=O)c1ccccc1[131I].[Na+],[16*]c1ccccc1[131I],[H]c1ccccc1[131I],7
CHEMBL1200763,IODOHIPPURATE SODIUM I 131,O=C([O-])CNC(=O)c1ccccc1[131I].[Na+],[4*]CC(=O)[O-],[H]CC(=O)[O-],4
CHEMBL1200764,METHACHOLINE CHLORIDE,CC(=O)OC(C)C[N+](C)(C)C.[Cl-],[1*]C(C)=O,[H]C(C)=O,3
CHEMBL1200764,METHACHOLINE CHLORIDE,CC(=O)OC(C)C[N+](C)(C)C.[Cl-],[4*]CC([4*])C,[H]CC([H])C,3
CHEMBL1200764,METHACHOLINE CHLORIDE,CC(=O)OC(C)C[N+](C)(C)C.[Cl-],[5*][N+](C)(C)C,[H][N+](C)(C)C,4
CHEMBL1200768,CEFTAZIDIME SODIUM,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)[O-].[Na+],[1*]C(=O)/C(=N\O[3*])c1csc(N)n1,[H]C(=O)/C(=N\O[H])c1csc(N)n1,11
CHEMBL1200768,CEFTAZIDIME SODIUM,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)[O-].[Na+],[4*]C(C)(C)C(=O)[O-],[H]C(C)(C)C(=O)[O-],6
CHEMBL1200768,CEFTAZIDIME SODIUM,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)[O-].[Na+],[15*][C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12,[H][C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12,19
CHEMBL1200769,TRIPELENNAMINE CITRATE,CN(C)CCN(Cc1ccccc1)c1ccccn1.O=C(O)CC(O)(CC(=O)O)C(=O)O,[14*]c1ccccn1,[H]c1ccccn1,6
CHEMBL1200769,TRIPELENNAMINE CITRATE,CN(C)CCN(Cc1ccccc1)c1ccccn1.O=C(O)CC(O)(CC(=O)O)C(=O)O,[16*]c1ccccc1,[H]c1ccccc1,6
CHEMBL1200769,TRIPELENNAMINE CITRATE,CN(C)CCN(Cc1ccccc1)c1ccccn1.O=C(O)CC(O)(CC(=O)O)C(=O)O,[5*]N(C)C,[H]N(C)C,3
CHEMBL1200770,IOCETAMIC ACID,CC(=O)N(CC(C)C(=O)O)c1c(I)cc(I)c(N)c1I,[16*]c1c(I)cc(I)c(N)c1I,[H]c1c(I)cc(I)c(N)c1I,10
CHEMBL1200770,IOCETAMIC ACID,CC(=O)N(CC(C)C(=O)O)c1c(I)cc(I)c(N)c1I,[1*]C(C)=O,[H]C(C)=O,3
CHEMBL1200770,IOCETAMIC ACID,CC(=O)N(CC(C)C(=O)O)c1c(I)cc(I)c(N)c1I,[4*]CC(C)C(=O)O,[H]CC(C)C(=O)O,6
CHEMBL1200771,TRIDIHEXETHYL CHLORIDE,CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1.[Cl-],[16*]c1ccccc1,[H]c1ccccc1,6
CHEMBL1200771,TRIDIHEXETHYL CHLORIDE,CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1.[Cl-],[4*]CCC([8*])([8*])O,[H]CCC([H])([H])O,4
CHEMBL1200771,TRIDIHEXETHYL CHLORIDE,CC[N+](CC)(CC)CCC(O)(c1ccccc1)C1CCCCC1.[Cl-],[15*]C1CCCCC1,[H]C1CCCCC1,6
CHEMBL1200772,WARFARIN POTASSIUM,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[K+],[8*]C([8*])CC(C)=O,[H]C([H])CC(C)=O,5
CHEMBL1200772,WARFARIN POTASSIUM,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[K+],[16*]c1ccccc1,[H]c1ccccc1,6
CHEMBL1200772,WARFARIN POTASSIUM,CC(=O)CC(c1ccccc1)c1c([O-])c2ccccc2oc1=O.[K+],[16*]c1c([O-])c2ccccc2oc1=O,[H]c1c([O-])c2ccccc2oc1=O,12
CHEMBL1200773,TOCAINIDE HYDROCHLORIDE,Cc1cccc(C)c1NC(=O)C(C)N.Cl,[16*]c1c(C)cccc1C,[H]c1c(C)cccc1C,8
CHEMBL1200773,TOCAINIDE HYDROCHLORIDE,Cc1cccc(C)c1NC(=O)C(C)N.Cl,[1*]C(=O)C(C)N,[H]C(=O)C(C)N,5
CHEMBL1200774,FLUPREDNISOLONE,C[C@]12C=CC(=O)C=C1[C@@H](F)C[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,[15*][C@@]1(O)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,[H][C@@]1(O)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,23
CHEMBL1200774,FLUPREDNISOLONE,C[C@]12C=CC(=O)C=C1[C@@H](F)C[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,[6*]C(=O)CO,[H]C(=O)CO,4
CHEMBL1200776,CINACALCET HYDROCHLORIDE,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12.Cl,[8*]C(F)(F)F,[H]C(F)(F)F,4
CHEMBL1200776,CINACALCET HYDROCHLORIDE,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12.Cl,[16*]c1cccc2ccccc12,[H]c1cccc2ccccc12,10
CHEMBL1200776,CINACALCET HYDROCHLORIDE,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12.Cl,[4*]CCC[8*],[H]CCC[H],3
CHEMBL1200776,CINACALCET HYDROCHLORIDE,C[C@@H](NCCCc1cccc(C(F)(F)F)c1)c1cccc2ccccc12.Cl,[16*]c1cccc([16*])c1,[H]c1cccc([H])c1,6
CHEMBL1200778,DEXRAZOXANE HYDROCHLORIDE,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1.Cl,[4*]C[C@@H]([4*])C,[H]C[C@@H]([H])C,3
CHEMBL1200778,DEXRAZOXANE HYDROCHLORIDE,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1.Cl,[5*]N1CC(=O)NC(=O)C1,[H]N1CC(=O)NC(=O)C1,8
CHEMBL1200779,TROVAFLOXACIN MESYLATE,CS(=O)(=O)O.N[C@@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12,[16*]c1ccc(F)cc1F,[H]c1ccc(F)cc1F,8
CHEMBL1200779,TROVAFLOXACIN MESYLATE,CS(=O)(=O)O.N[C@@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12,[9*]n1cc([16*])c(=O)c2cc(F)c([14*])nc21,[H]n1cc([H])c(=O)c2cc(F)c([H])nc21,12
CHEMBL1200779,TROVAFLOXACIN MESYLATE,CS(=O)(=O)O.N[C@@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12,[5*]N1C[C@@H]2[C@@H](N)[C@@H]2C1,[H]N1C[C@@H]2[C@@H](N)[C@@H]2C1,7
CHEMBL1200779,TROVAFLOXACIN MESYLATE,CS(=O)(=O)O.N[C@@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12,[6*]C(=O)O,[H]C(=O)O,3
CHEMBL1200781,CITALOPRAM HYDROBROMIDE,Br.CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,[4*]CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,[H]CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,21
CHEMBL1200781,CITALOPRAM HYDROBROMIDE,Br.CN(C)CCCC1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,[5*]N(C)C,[H]N(C)C,3
CHEMBL1200782,DEXTROAMPHETAMINE ADIPATE,C[C@H](N)Cc1ccccc1.O=C(O)CCCCC(=O)O,[16*]c1ccccc1,[H]c1ccccc1,6
CHEMBL1200782,DEXTROAMPHETAMINE ADIPATE,C[C@H](N)Cc1ccccc1.O=C(O)CCCCC(=O)O,[8*]C[C@H](C)N,[H]C[C@H](C)N,4
CHEMBL1200787,PHENOXYBENZAMINE HYDROCHLORIDE,CC(COc1ccccc1)N(CCCl)Cc1ccccc1.Cl,[4*]CCCl,[H]CCCl,3
CHEMBL1200787,PHENOXYBENZAMINE HYDROCHLORIDE,CC(COc1ccccc1)N(CCCl)Cc1ccccc1.Cl,[16*]c1ccccc1,[H]c1ccccc1,6
CHEMBL1200787,PHENOXYBENZAMINE HYDROCHLORIDE,CC(COc1ccccc1)N(CCCl)Cc1ccccc1.Cl,[4*]CC([4*])C,[H]CC([H])C,3
CHEMBL1200788,CISAPRIDE MONOHYDRATE,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC.O,[4*]CCC[4*],[H]CCC[H],3
CHEMBL1200788,CISAPRIDE MONOHYDRATE,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC.O,[5*]N1CCC([15*])C([15*])C1,[H]N1CCC([H])C([H])C1,6
CHEMBL1200788,CISAPRIDE MONOHYDRATE,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC.O,[16*]c1cc(N)c(Cl)cc1[16*],[H]c1cc(N)c(Cl)cc1[H],8
CHEMBL1200788,CISAPRIDE MONOHYDRATE,COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC.O,[16*]c1ccc(F)cc1,[H]c1ccc(F)cc1,7
CHEMBL1200789,TRICLOFOS SODIUM,O=P([O-])(O)OCC(Cl)(Cl)Cl.[Na+],[3*]OP(=O)([O-])O,[H]OP(=O)([O-])O,5
CHEMBL1200789,TRICLOFOS SODIUM,O=P([O-])(O)OCC(Cl)(Cl)Cl.[Na+],[4*]CC(Cl)(Cl)Cl,[H]CC(Cl)(Cl)Cl,5
CHEMBL1200790,METHYPRYLON,CCC1(CC)C(=O)NCC(C)C1=O,[15*]C1([15*])C(=O)NCC(C)C1=O,[H]C1([H])C(=O)NCC(C)C1=O,9
CHEMBL1200791,OXYMETAZOLINE HYDROCHLORIDE,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1.Cl,[16*]c1cc(C)c([16*])c(C)c1O,[H]c1cc(C)c([H])c(C)c1O,9
CHEMBL1200791,OXYMETAZOLINE HYDROCHLORIDE,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1.Cl,[8*]CC1=NCCN1,[H]CC1=NCCN1,6
CHEMBL1200791,OXYMETAZOLINE HYDROCHLORIDE,Cc1cc(C(C)(C)C)c(O)c(C)c1CC1=NCCN1.Cl,[8*]C(C)(C)C,[H]C(C)(C)C,4
CHEMBL1200794,OXYMORPHONE HYDROCHLORIDE,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5.Cl,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5.Cl,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5.Cl,23
CHEMBL1200795,CLEMASTINE FUMARATE,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1.O=C(O)/C=C/C(=O)O,[13*][C@H]1CCCN1C,[H][C@H]1CCCN1C,6
CHEMBL1200795,CLEMASTINE FUMARATE,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1.O=C(O)/C=C/C(=O)O,[16*]c1ccccc1,[H]c1ccccc1,6
CHEMBL1200795,CLEMASTINE FUMARATE,CN1CCC[C@@H]1CCO[C@](C)(c1ccccc1)c1ccc(Cl)cc1.O=C(O)/C=C/C(=O)O,[16*]c1ccc(Cl)cc1,[H]c1ccc(Cl)cc1,7
CHEMBL1200796,CYCLOPHOSPHAMIDE,O.O=P1(N(CCCl)CCCl)NCCCO1,O.O=P1(N(CCCl)CCCl)NCCCO1,O.O=P1(N(CCCl)CCCl)NCCCO1,15
CHEMBL1200798,TRAZODONE HYDROCHLORIDE,Cl.O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,[16*]c1cccc(Cl)c1,[H]c1cccc(Cl)c1,7
CHEMBL1200798,TRAZODONE HYDROCHLORIDE,Cl.O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,[4*]CCC[8*],[H]CCC[H],3
CHEMBL1200798,TRAZODONE HYDROCHLORIDE,Cl.O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,[9*]n1nc2ccccn2c1=O,[H]n1nc2ccccn2c1=O,10
CHEMBL1200798,TRAZODONE HYDROCHLORIDE,Cl.O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,[5*]N1CCN([5*])CC1,[H]N1CCN([H])CC1,6
CHEMBL1200799,TRAVOPROST,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)COc2cccc(C(F)(F)F)c2)[C@H](O)C[C@@H]1O,[8*]C(F)(F)F,[H]C(F)(F)F,4
CHEMBL1200799,TRAVOPROST,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)COc2cccc(C(F)(F)F)c2)[C@H](O)C[C@@H]1O,[4*]C[C@H](O)C[7*],[H]C[C@H](O)C[H],4
CHEMBL1200799,TRAVOPROST,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)COc2cccc(C(F)(F)F)c2)[C@H](O)C[C@@H]1O,[4*]C(C)C,[H]C(C)C,3
CHEMBL1200799,TRAVOPROST,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)COc2cccc(C(F)(F)F)c2)[C@H](O)C[C@@H]1O,[15*][C@@H]1[C@@H]([15*])[C@@H](O)C[C@H]1O,[H][C@@H]1[C@@H]([H])[C@@H](O)C[C@H]1O,7
CHEMBL1200799,TRAVOPROST,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)COc2cccc(C(F)(F)F)c2)[C@H](O)C[C@@H]1O,[1*]C(=O)CCCC[7*],[H]C(=O)CCCC[H],6
CHEMBL1200799,TRAVOPROST,CC(C)OC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)COc2cccc(C(F)(F)F)c2)[C@H](O)C[C@@H]1O,[16*]c1cccc([16*])c1,[H]c1cccc([H])c1,6
CHEMBL1200800,CALCIUM ACETATE,CC(=O)[O-].CC(=O)[O-].[Ca+2],CC(=O)[O-].CC(=O)[O-].[Ca+2],CC(=O)[O-].CC(=O)[O-].[Ca+2],9
CHEMBL1200802,TALBUTAL,C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O,[15*]C1([15*])C(=O)NC(=O)NC1=O,[H]C1([H])C(=O)NC(=O)NC1=O,9
CHEMBL1200802,TALBUTAL,C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O,[8*]C(C)CC,[H]C(C)CC,4
CHEMBL1200802,TALBUTAL,C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O,[8*]CC=C,[H]CC=C,3
CHEMBL1200803,SOLIFENACIN SUCCINATE,O=C(O)CCC(=O)O.O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,[5*]N1CCc2ccccc2[C@@H]1c1ccccc1,[H]N1CCc2ccccc2[C@@H]1c1ccccc1,16
CHEMBL1200803,SOLIFENACIN SUCCINATE,O=C(O)CCC(=O)O.O=C(O[C@H]1CN2CCC1CC2)N1CCc2ccccc2[C@@H]1c1ccccc1,[15*][C@H]1CN2CCC1CC2,[H][C@H]1CN2CCC1CC2,8
CHEMBL1200804,DICLOFENAC POTASSIUM,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl.[K+],[16*]c1c(Cl)cccc1Cl,[H]c1c(Cl)cccc1Cl,8
CHEMBL1200804,DICLOFENAC POTASSIUM,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl.[K+],[8*]CC(=O)[O-],[H]CC(=O)[O-],4
CHEMBL1200804,DICLOFENAC POTASSIUM,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl.[K+],[16*]c1ccccc1[16*],[H]c1ccccc1[H],6
CHEMBL1200805,DILTIAZEM MALATE,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1.O=C(O)CC(O)C(=O)O,[1*]C(C)=O,[H]C(C)=O,3
CHEMBL1200805,DILTIAZEM MALATE,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1.O=C(O)CC(O)C(=O)O,[16*]c1ccc([16*])cc1,[H]c1ccc([H])cc1,6
