canonical_smiles,molecule_chembl_id,standard_type,standard_units,standard_value,target_chembl_id,type,units,value
CC(C)(C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NCC1CC1)C(C)(C)C)c1ccccc1,CHEMBL500881,Inhibition,%,98.0,CHEMBL2366517,INH,%,98.0
CC(C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NC(C)C(C)(C)C)C(C)(C)C)c1ccccc1,CHEMBL499295,Inhibition,%,98.0,CHEMBL2366517,INH,%,98.0
CC(C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NC(C)C(C)C)C(C)(C)C)c1ccccc1,CHEMBL508597,Inhibition,%,98.0,CHEMBL2366517,INH,%,98.0
CC(C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NCC(C)(C)C)C(C)(C)C)c1ccccc1,CHEMBL447901,Inhibition,%,98.0,CHEMBL2366517,INH,%,98.0
CC(C)CNC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C(C)C)c2ccccc2)C(C)(C)C)CSC1(C)C,CHEMBL501590,Inhibition,%,98.0,CHEMBL2366517,INH,%,98.0
CC(C)C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NCC1CC1)C(C)(C)C)c1ccccc1,CHEMBL451100,Inhibition,%,98.0,CHEMBL2366517,INH,%,98.0
CC(NC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C2CC2)c2ccccc2)C(C)(C)C)CSC1(C)C)C(C)(C)C,CHEMBL448879,Inhibition,%,98.0,CHEMBL2366517,INH,%,98.0
CC(C)C(C)NC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C2CC2)c2ccccc2)C(C)(C)C)CSC1(C)C,CHEMBL508842,Inhibition,%,98.0,CHEMBL2366517,INH,%,98.0
CC(C)(C)CNC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C2CC2)c2ccccc2)C(C)(C)C)CSC1(C)C,CHEMBL448634,Inhibition,%,98.0,CHEMBL2366517,INH,%,98.0
CC(C)CNC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)C2CC2)c2ccccc2)C(C)(C)C)CSC1(C)C,CHEMBL501813,Inhibition,%,98.0,CHEMBL2366517,INH,%,98.0
CC(C)(C)[C@H](NC(=O)[C@@H](NC(=O)C1CC1)c1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NCC1CC1,CHEMBL499167,Inhibition,%,98.0,CHEMBL2366517,INH,%,98.0
CCCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NCCC(C)C)C(C)(C)C)c1ccccc1,CHEMBL502067,Inhibition,%,98.0,CHEMBL2366517,INH,%,98.0
CCCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NC(C)C(C)(C)C)C(C)(C)C)c1ccccc1,CHEMBL508665,Inhibition,%,98.0,CHEMBL2366517,INH,%,98.0
CCCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NC(C)C(C)C)C(C)(C)C)c1ccccc1,CHEMBL508981,Inhibition,%,98.0,CHEMBL2366517,INH,%,98.0
CCCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NCC(C)(C)C)C(C)(C)C)c1ccccc1,CHEMBL444457,Inhibition,%,98.0,CHEMBL2366517,INH,%,98.0
CCCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NCC(C)C)C(C)(C)C)c1ccccc1,CHEMBL509068,Inhibition,%,98.0,CHEMBL2366517,INH,%,98.0
CCCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NCC1CC1)C(C)(C)C)c1ccccc1,CHEMBL503921,Inhibition,%,98.0,CHEMBL2366517,INH,%,98.0
CCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NC(C)C(C)(C)C)C(C)(C)C)c1ccccc1,CHEMBL447037,Inhibition,%,98.0,CHEMBL2366517,INH,%,98.0
CCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NC(C)C(C)C)C(C)(C)C)c1ccccc1,CHEMBL448997,Inhibition,%,98.0,CHEMBL2366517,INH,%,98.0
CCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NCC(C)(C)C)C(C)(C)C)c1ccccc1,CHEMBL454992,Inhibition,%,98.0,CHEMBL2366517,INH,%,98.0
CCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NCC(C)C)C(C)(C)C)c1ccccc1,CHEMBL446309,Inhibition,%,98.0,CHEMBL2366517,INH,%,98.0
CCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NCC1CC1)C(C)(C)C)c1ccccc1,CHEMBL500109,Inhibition,%,98.0,CHEMBL2366517,INH,%,98.0
CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NC(C)C(C)(C)C)C(C)(C)C)c1ccccc1,CHEMBL507639,Inhibition,%,98.0,CHEMBL2366517,INH,%,98.0
CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NC(C)C(C)C)C(C)(C)C)c1ccccc1,CHEMBL500845,Inhibition,%,98.0,CHEMBL2366517,INH,%,98.0
CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NCC(C)(C)C)C(C)(C)C)c1ccccc1,CHEMBL474450,Inhibition,%,98.0,CHEMBL2366517,INH,%,98.0
CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NCC(C)C)C(C)(C)C)c1ccccc1,CHEMBL446908,Inhibition,%,98.0,CHEMBL2366517,INH,%,98.0
CC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NCC1CC1)C(C)(C)C)c1ccccc1,CHEMBL445814,Inhibition,%,98.0,CHEMBL2366517,INH,%,98.0
CC(C)CCNC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H](N)c2ccccc2)C(C)(C)C)CSC1(C)C,CHEMBL448086,Inhibition,%,98.0,CHEMBL2366517,INH,%,98.0
CC(NC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H](N)c2ccccc2)C(C)(C)C)CSC1(C)C)C(C)(C)C,CHEMBL509290,Inhibition,%,98.0,CHEMBL2366517,INH,%,98.0
CC(C)C(C)NC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H](N)c2ccccc2)C(C)(C)C)CSC1(C)C,CHEMBL503945,Inhibition,%,98.0,CHEMBL2366517,INH,%,98.0
CC(C)(C)CNC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H](N)c2ccccc2)C(C)(C)C)CSC1(C)C,CHEMBL447735,Inhibition,%,98.0,CHEMBL2366517,INH,%,98.0
CC(C)CNC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H](N)c2ccccc2)C(C)(C)C)CSC1(C)C,CHEMBL499979,Inhibition,%,98.0,CHEMBL2366517,INH,%,98.0
CC(C)(C)[C@H](NC(=O)[C@@H](N)c1ccccc1)C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)NCC1CC1,CHEMBL446970,Inhibition,%,98.0,CHEMBL2366517,INH,%,98.0
CC[C@H](C)[C@H](NC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)[C@@H](NC(C)=O)c2ccccc2)C(C)(C)C)CSC1(C)C)C(N)=O,CHEMBL500846,Inhibition,%,98.0,CHEMBL2366517,INH,%,98.0
CC[C@H](C)[C@H](NC(C)=O)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CCSC)C(N)=O)[C@@H](C)CC)[C@@H](C)CC,CHEMBL395309,Inhibition,%,98.0,CHEMBL2366517,INH,%,98.0
O=C1N(Cc2ccc3ccccc3c2)[C@H](Cc2ccccc2)[C@H](O)[C@@H](O)[C@@H](Cc2ccccc2)N1Cc1ccc2ccccc2c1,CHEMBL33647,Ki,nM,0.05,CHEMBL2366517,Ki,nM,0.05
CC(C)[C@H](NC(=O)N(C)Cc1ccccn1)C(=O)NC(Cc1ccccc1)[C@H](O)[C@H](O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)N(C)Cc1ccccn1)C(C)C,CHEMBL455734,Ki,nM,1100.0,CHEMBL2366517,Ki,nM,1100.0
COC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](C)N1CCC([C@H](C)NC(=O)[C@H](C)N)=C[C@@H](Cc2ccccc2)C1)C(C)C)C(C)C,CHEMBL506279,Ki,nM,437.0,CHEMBL2366517,Ki,nM,437.0
CC1(C)S[C@H]([C@H](NC(=O)Cc2ccccc2)C(=O)NCc2ccccc2)N[C@H]1C(=O)N[C@H](Cc1ccccc1)[C@H](O)CC(=O)NCc1nc2ccccc2[nH]1,CHEMBL443355,Ki,nM,3.2,CHEMBL2366517,Ki,nM,3.2
O=C(N[C@H]1c2ccccc2C[C@H]1O)[C@H](Cc1ccccc1)CC(O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O,CHEMBL109952,IC50,nM,0.6,CHEMBL2366517,IC50,nM,0.6
CC(C)(C)NC(=O)[C@H]1CN(Cc2cccnc2)CCN1C[S+](=N)([O-])C[C@H](Cc1ccccc1)C(=O)N[C@@H]1c2ccccc2C[C@@H]1O,CHEMBL1627246,IC50,nM,100000.0,CHEMBL2366517,IC50,uM,100.0
CC(C)(C)NC(=O)[C@H]1CN(Cc2cccnc2)CCN1C[S+]([O-])C[C@H](Cc1ccccc1)C(=O)N[C@@H]1c2ccccc2C[C@@H]1O,CHEMBL1627244,IC50,nM,100000.0,CHEMBL2366517,IC50,uM,100.0
Cc1cccc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)N[C@H]1c2ccccc2C[C@H]1O,CHEMBL231522,Inhibition,%,98.0,CHEMBL2366517,INH,%,98.0
Cc1ccccc1OCC(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)N[C@H]1c2ccccc2C[C@H]1O,CHEMBL509164,Inhibition,%,72.0,CHEMBL2366517,INH,%,72.0
Cc1cccc(OCC(=O)N[C@@H](Cc2ccccc2)[C@H](O)C(=O)N2CSC(C)(C)[C@H]2C(=O)N[C@H]2c3ccccc3C[C@H]2O)c1,CHEMBL453415,Inhibition,%,13.0,CHEMBL2366517,INH,%,13.0
Cc1ccc(OCC(=O)N[C@@H](Cc2ccccc2)[C@H](O)C(=O)N2CSC(C)(C)[C@H]2C(=O)N[C@H]2c3ccccc3C[C@H]2O)cc1,CHEMBL508116,Inhibition,%,27.0,CHEMBL2366517,INH,%,27.0
COc1ccccc1OCC(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)N[C@H]1c2ccccc2C[C@H]1O,CHEMBL506575,Inhibition,%,27.0,CHEMBL2366517,INH,%,27.0
COc1cccc(OCC(=O)N[C@@H](Cc2ccccc2)[C@H](O)C(=O)N2CSC(C)(C)[C@H]2C(=O)N[C@H]2c3ccccc3C[C@H]2O)c1,CHEMBL452345,Inhibition,%,10.0,CHEMBL2366517,INH,%,10.0
COc1ccc(OCC(=O)N[C@@H](Cc2ccccc2)[C@H](O)C(=O)N2CSC(C)(C)[C@H]2C(=O)N[C@H]2c3ccccc3C[C@H]2O)cc1,CHEMBL453959,Inhibition,%,38.0,CHEMBL2366517,INH,%,38.0
CC1(C)SCN(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)COc2ccccc2O)[C@@H]1C(=O)N[C@H]1c2ccccc2C[C@H]1O,CHEMBL502985,Inhibition,%,34.0,CHEMBL2366517,INH,%,34.0
CC1(C)SCN(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)COc2cccc(O)c2)[C@@H]1C(=O)N[C@H]1c2ccccc2C[C@H]1O,CHEMBL509323,Inhibition,%,13.0,CHEMBL2366517,INH,%,13.0
CC1(C)SCN(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)COc2ccc(O)cc2)[C@@H]1C(=O)N[C@H]1c2ccccc2C[C@H]1O,CHEMBL448365,Inhibition,%,31.0,CHEMBL2366517,INH,%,31.0
CC1(C)SCN(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)COc2ccccc2CO)[C@@H]1C(=O)N[C@H]1c2ccccc2C[C@H]1O,CHEMBL506609,Inhibition,%,61.0,CHEMBL2366517,INH,%,61.0
CC1(C)SCN(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)COc2cccc(CO)c2)[C@@H]1C(=O)N[C@H]1c2ccccc2C[C@H]1O,CHEMBL448977,Inhibition,%,24.0,CHEMBL2366517,INH,%,24.0
CC1(C)SCN(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)COc2ccc(CO)cc2)[C@@H]1C(=O)N[C@H]1c2ccccc2C[C@H]1O,CHEMBL448631,Inhibition,%,37.0,CHEMBL2366517,INH,%,37.0
CC1(C)SCN(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)COc2ccccc2N)[C@@H]1C(=O)N[C@H]1c2ccccc2C[C@H]1O,CHEMBL448257,Inhibition,%,62.0,CHEMBL2366517,INH,%,62.0
CC1(C)SCN(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)COc2cccc(N)c2)[C@@H]1C(=O)N[C@H]1c2ccccc2C[C@H]1O,CHEMBL442632,Inhibition,%,29.0,CHEMBL2366517,INH,%,29.0
CC1(C)SCN(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)COc2ccc(N)cc2)[C@@H]1C(=O)N[C@H]1c2ccccc2C[C@H]1O,CHEMBL499956,Inhibition,%,27.0,CHEMBL2366517,INH,%,27.0
CC1(C)SCN(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)COc2ccccc2[N+](=O)[O-])[C@@H]1C(=O)N[C@H]1c2ccccc2C[C@H]1O,CHEMBL507473,Inhibition,%,9.0,CHEMBL2366517,INH,%,9.0
CC1(C)SCN(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)COc2cccc([N+](=O)[O-])c2)[C@@H]1C(=O)N[C@H]1c2ccccc2C[C@H]1O,CHEMBL508023,Inhibition,%,12.0,CHEMBL2366517,INH,%,12.0
CC1(C)SCN(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)COc2ccc([N+](=O)[O-])cc2)[C@@H]1C(=O)N[C@H]1c2ccccc2C[C@H]1O,CHEMBL500010,Inhibition,%,53.0,CHEMBL2366517,INH,%,53.0
CC1(C)SCN(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)COc2c(F)cccc2F)[C@@H]1C(=O)N[C@H]1c2ccccc2C[C@H]1O,CHEMBL509191,Inhibition,%,58.0,CHEMBL2366517,INH,%,58.0
CC1(C)SCN(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)COc2c(Cl)cccc2Cl)[C@@H]1C(=O)N[C@H]1c2ccccc2C[C@H]1O,CHEMBL510300,Inhibition,%,95.0,CHEMBL2366517,INH,%,95.0
COc1cccc(OC)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)N[C@H]1c2ccccc2C[C@H]1O,CHEMBL503590,Inhibition,%,54.0,CHEMBL2366517,INH,%,54.0
CC(C)c1cccc(C(C)C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)N[C@H]1c2ccccc2C[C@H]1O,CHEMBL509473,Inhibition,%,0.0,CHEMBL2366517,INH,%,0.0
Cc1cc(F)cc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)N[C@H]1c2ccccc2C[C@H]1O,CHEMBL499762,Inhibition,%,87.0,CHEMBL2366517,INH,%,87.0
Cc1cc(O)cc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)N[C@H]1c2ccccc2C[C@H]1O,CHEMBL503181,Inhibition,%,98.0,CHEMBL2366517,INH,%,98.0
Cc1cc(N)cc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)N[C@H]1c2ccccc2C[C@H]1O,CHEMBL466535,Inhibition,%,96.0,CHEMBL2366517,INH,%,96.0
CNc1cc(C)c(OCC(=O)N[C@@H](Cc2ccccc2)[C@H](O)C(=O)N2CSC(C)(C)[C@H]2C(=O)N[C@H]2c3ccccc3C[C@H]2O)c(C)c1,CHEMBL501972,Inhibition,%,91.0,CHEMBL2366517,INH,%,91.0
Cc1cc(N(C)C)cc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)N[C@H]1c2ccccc2C[C@H]1O,CHEMBL504596,Inhibition,%,86.0,CHEMBL2366517,INH,%,86.0
CCNc1cc(C)c(OCC(=O)N[C@@H](Cc2ccccc2)[C@H](O)C(=O)N2CSC(C)(C)[C@H]2C(=O)N[C@H]2c3ccccc3C[C@H]2O)c(C)c1,CHEMBL449918,Inhibition,%,84.0,CHEMBL2366517,INH,%,84.0
CCCCNc1cc(C)c(OCC(=O)N[C@@H](Cc2ccccc2)[C@H](O)C(=O)N2CSC(C)(C)[C@H]2C(=O)N[C@H]2c3ccccc3C[C@H]2O)c(C)c1,CHEMBL502445,Inhibition,%,85.0,CHEMBL2366517,INH,%,85.0
CCCCCNc1cc(C)c(OCC(=O)N[C@@H](Cc2ccccc2)[C@H](O)C(=O)N2CSC(C)(C)[C@H]2C(=O)N[C@H]2c3ccccc3C[C@H]2O)c(C)c1,CHEMBL507484,Inhibition,%,78.0,CHEMBL2366517,INH,%,78.0
Cc1cc(NCc2ccccn2)cc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)N[C@H]1c2ccccc2C[C@H]1O,CHEMBL508668,Inhibition,%,91.0,CHEMBL2366517,INH,%,91.0
Cc1cc(NCc2cccnc2)cc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)N[C@H]1c2ccccc2C[C@H]1O,CHEMBL444759,Inhibition,%,91.0,CHEMBL2366517,INH,%,91.0
Cc1cc(NCc2ccncc2)cc(C)c1OCC(=O)N[C@@H](Cc1ccccc1)[C@H](O)C(=O)N1CSC(C)(C)[C@H]1C(=O)N[C@H]1c2ccccc2C[C@H]1O,CHEMBL452725,Inhibition,%,91.0,CHEMBL2366517,INH,%,91.0
O=S(=O)(c1ccccc1)N(CCNCCN(Cc1ccccc1)S(=O)(=O)c1ccccc1)Cc1ccccc1,CHEMBL487288,Ki,nM,3800.0,CHEMBL2366517,Ki,uM,3.8
O=S(=O)(c1ccccc1)N(CCCNCCN(Cc1ccccc1)S(=O)(=O)c1ccccc1)Cc1ccccc1,CHEMBL521384,Ki,nM,14000.0,CHEMBL2366517,Ki,uM,14.0
Nc1ccc(S(=O)(=O)N(CCNCCN(Cc2ccccc2)S(=O)(=O)c2ccc(N)cc2)Cc2ccccc2)cc1,CHEMBL519079,Ki,nM,9600.0,CHEMBL2366517,Ki,uM,9.6
CC(C)CN(CCNCCN(CC(C)C)S(=O)(=O)c1ccc(N)cc1)S(=O)(=O)c1ccc(N)cc1,CHEMBL490184,Ki,nM,900.0,CHEMBL2366517,Ki,uM,0.9
CC(C)CN(CCNCCN(CC(C)C)S(=O)(=O)c1ccccc1)S(=O)(=O)c1ccccc1,CHEMBL521590,Ki,nM,10000.0,CHEMBL2366517,Ki,uM,10.0
O=S(=O)(c1ccccc1)N(CCCNCCCN(Cc1ccccc1)S(=O)(=O)c1ccccc1)Cc1ccccc1,CHEMBL487494,IC50,nM,250000.0,CHEMBL2366517,IC50,uM,250.0
O=C(Cc1ccccc1)N(CCCNCCCN(Cc1ccccc1)C(=O)Cc1ccccc1)Cc1ccccc1,CHEMBL487493,IC50,nM,250000.0,CHEMBL2366517,IC50,uM,250.0
O=C(Cc1ccccc1)N(CCCNCCN(Cc1ccccc1)C(=O)Cc1ccccc1)Cc1ccccc1,CHEMBL488104,IC50,nM,250000.0,CHEMBL2366517,IC50,uM,250.0
O=C(Cc1ccccc1)N(CCNCCN(Cc1ccccc1)C(=O)Cc1ccccc1)Cc1ccccc1,CHEMBL489368,IC50,nM,250000.0,CHEMBL2366517,IC50,uM,250.0
Nc1ccc(S(=O)(=O)N(CCCNCCCN(Cc2ccccc2)S(=O)(=O)c2ccc(N)cc2)Cc2ccccc2)cc1,CHEMBL510829,IC50,nM,250000.0,CHEMBL2366517,IC50,uM,250.0
Nc1ccc(S(=O)(=O)N(CCCNCCN(Cc2ccccc2)S(=O)(=O)c2ccc(N)cc2)Cc2ccccc2)cc1,CHEMBL505405,IC50,nM,250000.0,CHEMBL2366517,IC50,uM,250.0
CCC(=O)N[C@@H](CSCCOCCOCCSC[C@H](NC(=O)CC)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,CHEMBL450301,IC50,nM,130000.0,CHEMBL2366517,IC50,uM,130.0
CCCC(=O)N[C@@H](CSCCOCCOCCSC[C@H](NC(=O)CCC)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,CHEMBL498854,IC50,nM,87000.0,CHEMBL2366517,IC50,uM,87.0
CCCCC(=O)N[C@@H](CSCCOCCOCCSC[C@H](NC(=O)CCCC)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,CHEMBL446001,IC50,nM,50000.0,CHEMBL2366517,IC50,uM,50.0
CCCCCC(=O)N[C@@H](CSCCOCCOCCSC[C@H](NC(=O)CCCCC)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,CHEMBL510483,IC50,nM,14900.0,CHEMBL2366517,IC50,uM,14.9
CCCCCCC(=O)N[C@@H](CSCCOCCOCCSC[C@H](NC(=O)CCCCCC)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc1ccccc1)C(N)=O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O,CHEMBL504512,IC50,nM,4000.0,CHEMBL2366517,IC50,uM,4.0
CC(C)C[C@H](NC(=O)[C@H](CSCCOCCOCCSC[C@H](NC(=O)C1CCCCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)NC(=O)C1CCCCC1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,CHEMBL443471,IC50,nM,19500.0,CHEMBL2366517,IC50,uM,19.5
CC(C)C[C@H](NC(=O)[C@H](CSCCOCCOCCSC[C@H](NC(=O)CC1CCCCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)NC(=O)CC1CCCCC1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,CHEMBL507080,IC50,nM,9500.0,CHEMBL2366517,IC50,uM,9.5
CC(C)C[C@H](NC(=O)[C@H](CSCCOCCOCCSC[C@H](NC(=O)CCC1CCCCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)NC(=O)CCC1CCCCC1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,CHEMBL449860,IC50,nM,2500.0,CHEMBL2366517,IC50,uM,2.5
CC(C)C[C@H](NC(=O)[C@H](CSCCOCCOCCSC[C@H](NC(=O)CCCCC1CCCCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)NC(=O)CCCCC1CCCCC1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,CHEMBL454643,IC50,nM,675000.0,CHEMBL2366517,IC50,uM,675.0
CC(C)C[C@H](NC(=O)[C@H](CSCCOCCOCCSC[C@H](NC(=O)Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)NC(=O)Cc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,CHEMBL466288,IC50,nM,2500.0,CHEMBL2366517,IC50,uM,2.5
CC(C)C[C@H](NC(=O)[C@H](CSCCOCCOCCSC[C@H](NC(=O)CCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)O)NC(=O)CCc1ccccc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O,CHEMBL500554,IC50,nM,6500.0,CHEMBL2366517,IC50,uM,6.5
