canonical_smiles,molecule_chembl_id,standard_type,standard_units,standard_value,target_chembl_id,type,units,value
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cccc(C(=O)N(C)Cc3oc(C)nc3C)c2)cc1,CHEMBL3683756,Ki,nM,0.6,CHEMBL2366517,Ki,nM,0.6
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cccc(C(=O)N(C)Cc3nc(C)co3)c2)cc1,CHEMBL3683757,Ki,nM,0.6,CHEMBL2366517,Ki,nM,0.6
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cc(N)cc(C(=O)N(C)C3CCCCC3)c2)cc1,CHEMBL3683758,Ki,nM,300.0,CHEMBL2366517,Ki,nM,300.0
CCCNC(=O)c1cc(N)cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN(CC(C)C)S(=O)(=O)c2ccc(OC)cc2)c1,CHEMBL3683759,Ki,nM,400.0,CHEMBL2366517,Ki,nM,400.0
Cc1nc(CNC(=O)c2cccc(C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CN3C[C@H]4CCCC[C@H]4C[C@H]3C(=O)NC(C)(C)C)c2)c(C)o1,CHEMBL3683760,Ki,nM,20.0,CHEMBL2366517,Ki,nM,20.0
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cc(C(=O)N(C)C3CCCCC3)cc(N(C)C(=O)OC(C)(C)C)c2)cc1,CHEMBL3683761,Ki,nM,1000.0,CHEMBL2366517,Ki,nM,1000.0
CCCN(C)C(=O)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN(CC(C)C)S(=O)(=O)c2ccc(OC)cc2)cc(N(C)C(=O)OC(C)(C)C)c1,CHEMBL3683762,Ki,nM,1000.0,CHEMBL2366517,Ki,nM,1000.0
CCCNC(=O)c1cc(NC)cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN(CC(C)C)S(=O)(=O)c2ccc(OC)cc2)c1,CHEMBL3683763,Ki,nM,300.0,CHEMBL2366517,Ki,nM,300.0
CNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN(CC(C)C)S(=O)(=O)c2ccc(OC)cc2)cc(C(=O)N(C)C2CCCCC2)c1,CHEMBL3683764,Ki,nM,200.0,CHEMBL2366517,Ki,nM,200.0
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cc(OC)cc(C(=O)N(C)C3CCCCC3)c2)cc1,CHEMBL3639826,Ki,nM,40.0,CHEMBL2366517,Ki,nM,40.0
CCCNC(=O)c1cc(OC)cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN(CC(C)C)S(=O)(=O)c2ccc(OC)cc2)c1,CHEMBL3683765,Ki,nM,50.0,CHEMBL2366517,Ki,nM,50.0
Cc1nc(CN(C)C(=O)c2cccc(C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CN3C[C@H]4CCCC[C@H]4C[C@H]3C(=O)NC(C)(C)C)c2)c(C)o1,CHEMBL3683766,Ki,nM,5.0,CHEMBL2366517,Ki,nM,5.0
CCCN(CCC)C(=O)c1cccc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN2C[C@H]3CCCC[C@H]3C[C@H]2C(=O)NC(C)(C)C)c1,CHEMBL3683767,Ki,nM,100.0,CHEMBL2366517,Ki,nM,100.0
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cccc(CN(C)Cc3csc(C)n3)c2)cc1,CHEMBL3683768,Ki,nM,200.0,CHEMBL2366517,Ki,nM,200.0
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cncc(C(=O)N(C)Cc3nc(C)oc3C)c2)cc1,CHEMBL3683769,Ki,nM,6.0,CHEMBL2366517,Ki,nM,6.0
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cc(OC)cc(C(=O)N(C)Cc3nc(C)oc3C)c2)cc1,CHEMBL3683770,Ki,nM,1.0,CHEMBL2366517,Ki,nM,1.0
CNc1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CN(CC(C)C)S(=O)(=O)c2ccc(OC)cc2)cc(C(=O)N(C)Cc2nc(C)oc2C)c1,CHEMBL3683771,Ki,nM,5.0,CHEMBL2366517,Ki,nM,5.0
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2ccc(C(=O)N(C)Cc3nc(C)oc3C)cc2)cc1,CHEMBL3683772,Ki,nM,70.0,CHEMBL2366517,Ki,nM,70.0
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cc(N)cc(C(=O)N(C)Cc3nc(C)oc3C)c2)cc1,CHEMBL3683773,Ki,nM,100.0,CHEMBL2366517,Ki,nM,100.0
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cccc(C(=O)N(C)Cc3csc(C)n3)c2)cc1,CHEMBL3683774,Ki,nM,0.1,CHEMBL2366517,Ki,nM,0.1
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2ccccc2C(=O)N(C)Cc2nc(C)oc2C)cc1,CHEMBL3683775,Ki,nM,600.0,CHEMBL2366517,Ki,nM,600.0
Cc1nc(CN(C)C(=O)c2cccc(C(=O)N[C@@H](Cc3ccccc3)[C@H](O)CN(CC(C)C)S(=O)(=O)c3ccc(N)cc3)c2)c(C)o1,CHEMBL3683776,Ki,nM,2.0,CHEMBL2366517,Ki,nM,2.0
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cccc(C(=O)N3CCC[C@H]3c3nc(C)cs3)c2)cc1,CHEMBL3683777,Ki,nM,30.0,CHEMBL2366517,Ki,nM,30.0
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)c2cccc(C(=O)N3CCC[C@@H]3c3nc(C)cs3)c2)cc1,CHEMBL3683778,Ki,nM,4.015,CHEMBL2366517,Ki,nM,4.015
COCCN(CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc2c(c1)OCO2)[C@@H]1CCOC1,CHEMBL4126326,IC50,nM,6.0,CHEMBL2366517,IC50,nM,6.0
COCCN(CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(N)cc1)[C@@H]1CCOC1,CHEMBL4129621,IC50,nM,22.8,CHEMBL2366517,IC50,nM,22.8
COCCN(CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(OC)cc1)[C@@H]1CCOC1,CHEMBL4127669,IC50,nM,6.85,CHEMBL2366517,IC50,nM,6.85
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN[C@@H]1CCOC1)S(=O)(=O)c1ccc2c(c1)OCO2,CHEMBL4128733,IC50,nM,53.4,CHEMBL2366517,IC50,nM,53.4
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN[C@@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,CHEMBL4128826,IC50,nM,141.0,CHEMBL2366517,IC50,nM,141.0
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CN[C@@H]2CCOC2)cc1,CHEMBL4127148,IC50,nM,16.0,CHEMBL2366517,IC50,nM,16.0
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN([C@H]1CCOC1)S(C)(=O)=O)S(=O)(=O)c1ccc2c(c1)OCO2,CHEMBL4128389,IC50,nM,22.9,CHEMBL2366517,IC50,nM,22.9
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CN([C@H]2CCOC2)S(C)(=O)=O)cc1OC,CHEMBL4130256,IC50,nM,1000.0,CHEMBL2366517,IC50,nM,1000.0
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN(CC(=O)N(C)C)[C@H]1CCOC1)S(=O)(=O)c1ccc2c(c1)OCO2,CHEMBL4130138,IC50,nM,56.9,CHEMBL2366517,IC50,nM,56.9
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CN(CC(=O)N(C)C)[C@H]2CCOC2)cc1OC,CHEMBL4126036,IC50,nM,1000.0,CHEMBL2366517,IC50,nM,1000.0
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN([C@H]1CCOC1)S(C)(=O)=O)S(=O)(=O)c1ccc(OC(F)(F)F)cc1,CHEMBL4129666,IC50,nM,1000.0,CHEMBL2366517,IC50,nM,1000.0
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN([C@H]1CCOC1)S(C)(=O)=O)S(=O)(=O)c1ccc(CO)cc1,CHEMBL4126853,IC50,nM,22.7,CHEMBL2366517,IC50,nM,22.7
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN([C@H]1CCOC1)S(C)(=O)=O)S(=O)(=O)c1ccc(N)cc1,CHEMBL4128226,IC50,nM,59.8,CHEMBL2366517,IC50,nM,59.8
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN([C@H]1CCOC1)S(C)(=O)=O)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,CHEMBL4130267,IC50,nM,291.0,CHEMBL2366517,IC50,nM,291.0
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CN([C@H]2CCOC2)S(C)(=O)=O)cc1,CHEMBL4128874,IC50,nM,12.6,CHEMBL2366517,IC50,nM,12.6
COCCN(CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc2c(c1)OCO2)[C@H]1CCOC1,CHEMBL4129048,IC50,nM,0.77,CHEMBL2366517,IC50,nM,0.77
COCCN(CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(OC)c(OC)c1)[C@H]1CCOC1,CHEMBL4126128,IC50,nM,190.0,CHEMBL2366517,IC50,nM,190.0
COCCN(CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(OC(F)(F)F)cc1)[C@H]1CCOC1,CHEMBL4127371,IC50,nM,68.0,CHEMBL2366517,IC50,nM,68.0
COCCN(CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(CO)cc1)[C@H]1CCOC1,CHEMBL4125989,IC50,nM,4.26,CHEMBL2366517,IC50,nM,4.26
COCCN(CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(N)cc1)[C@H]1CCOC1,CHEMBL4126405,IC50,nM,0.88,CHEMBL2366517,IC50,nM,0.88
COCCN(CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc([N+](=O)[O-])cc1)[C@H]1CCOC1,CHEMBL4129695,IC50,nM,17.7,CHEMBL2366517,IC50,nM,17.7
COCCN(CC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(OC)cc1)[C@H]1CCOC1,CHEMBL4129828,IC50,nM,0.35,CHEMBL2366517,IC50,nM,0.35
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN(CC(=O)N1CCOCC1)[C@H]1CCOC1)S(=O)(=O)c1ccc2c(c1)OCO2,CHEMBL4128467,IC50,nM,27.2,CHEMBL2366517,IC50,nM,27.2
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CN(CC(=O)N2CCOCC2)[C@H]2CCOC2)cc1OC,CHEMBL4128883,IC50,nM,1000.0,CHEMBL2366517,IC50,nM,1000.0
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN(CC(=O)N1CCOCC1)[C@H]1CCOC1)S(=O)(=O)c1ccc(OC(F)(F)F)cc1,CHEMBL4127489,IC50,nM,910.0,CHEMBL2366517,IC50,nM,910.0
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN(CC(=O)N1CCOCC1)[C@H]1CCOC1)S(=O)(=O)c1ccc(CO)cc1,CHEMBL4127630,IC50,nM,110.0,CHEMBL2366517,IC50,nM,110.0
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN(CC(=O)N1CCOCC1)[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,CHEMBL4126255,IC50,nM,160.0,CHEMBL2366517,IC50,nM,160.0
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN(CC(=O)N1CCOCC1)[C@H]1CCOC1)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,CHEMBL4126657,IC50,nM,98.1,CHEMBL2366517,IC50,nM,98.1
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CN(CC(=O)N2CCOCC2)[C@H]2CCOC2)cc1,CHEMBL4128036,IC50,nM,44.0,CHEMBL2366517,IC50,nM,44.0
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN(CC(=O)N(C)C)[C@H]1CCOC1)S(=O)(=O)c1ccc(OC(F)(F)F)cc1,CHEMBL4128154,IC50,nM,1000.0,CHEMBL2366517,IC50,nM,1000.0
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN(CC(=O)N(C)C)[C@H]1CCOC1)S(=O)(=O)c1ccc(CO)cc1,CHEMBL4129533,IC50,nM,65.0,CHEMBL2366517,IC50,nM,65.0
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN(CC(=O)N(C)C)[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,CHEMBL4129389,IC50,nM,38.0,CHEMBL2366517,IC50,nM,38.0
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN(CC(=O)N(C)C)[C@H]1CCOC1)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,CHEMBL4126081,IC50,nM,270.0,CHEMBL2366517,IC50,nM,270.0
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CN(CC(=O)N(C)C)[C@H]2CCOC2)cc1,CHEMBL4125689,IC50,nM,28.6,CHEMBL2366517,IC50,nM,28.6
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CN(CC(N)=O)[C@H]2CCOC2)cc1OC,CHEMBL4127065,IC50,nM,9.9,CHEMBL2366517,IC50,nM,9.9
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN(CC(N)=O)[C@H]1CCOC1)S(=O)(=O)c1ccc2c(c1)OCO2,CHEMBL4126922,IC50,nM,1000.0,CHEMBL2366517,IC50,nM,1000.0
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN(CC(N)=O)[C@H]1CCOC1)S(=O)(=O)c1ccc(OC(F)(F)F)cc1,CHEMBL4128302,IC50,nM,530.0,CHEMBL2366517,IC50,nM,530.0
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN(CC(N)=O)[C@H]1CCOC1)S(=O)(=O)c1ccc(CO)cc1,CHEMBL4129908,IC50,nM,19.3,CHEMBL2366517,IC50,nM,19.3
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN(CC(N)=O)[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,CHEMBL4128538,IC50,nM,57.0,CHEMBL2366517,IC50,nM,57.0
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN(CC(N)=O)[C@H]1CCOC1)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,CHEMBL4125944,IC50,nM,33.6,CHEMBL2366517,IC50,nM,33.6
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CN(CC(N)=O)[C@H]2CCOC2)cc1,CHEMBL4129256,IC50,nM,20.4,CHEMBL2366517,IC50,nM,20.4
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN[C@H]1CCOC1)S(=O)(=O)c1ccc2c(c1)OCO2,CHEMBL4127184,IC50,nM,1.65,CHEMBL2366517,IC50,nM,1.65
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CN[C@H]2CCOC2)cc1OC,CHEMBL4125805,IC50,nM,310.0,CHEMBL2366517,IC50,nM,310.0
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN[C@H]1CCOC1)S(=O)(=O)c1ccc(OC(F)(F)F)cc1,CHEMBL4128421,IC50,nM,290.0,CHEMBL2366517,IC50,nM,290.0
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN[C@H]1CCOC1)S(=O)(=O)c1ccc(CO)cc1,CHEMBL4127040,IC50,nM,10.2,CHEMBL2366517,IC50,nM,10.2
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1,CHEMBL4129649,IC50,nM,4.11,CHEMBL2366517,IC50,nM,4.11
CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)CN[C@H]1CCOC1)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,CHEMBL4128277,IC50,nM,46.3,CHEMBL2366517,IC50,nM,46.3
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)CN[C@H]2CCOC2)cc1,CHEMBL4129203,IC50,nM,2.23,CHEMBL2366517,IC50,nM,2.23
CC(C)[C@H](NC(=O)N(C)Cc1c[se]c(-c2ccccc2)n1)C(=O)N[C@@H](Cc1ccccc1)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OCc1cncs1,CHEMBL4126567,EC50,nM,170.0,CHEMBL2366517,EC50,nM,170.0
CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)c[se]1,CHEMBL4127959,EC50,nM,550.0,CHEMBL2366517,EC50,nM,550.0
N[C@H](C(=O)Nc1cncc(F)c1CC[C@H]1CN[C@@H]2CCCS(=O)(=O)N1C2)[C@@H](c1ccc(Cl)cc1)c1cc(F)cc(F)c1,CHEMBL4177355,Ratio IC50,,60.0,CHEMBL2366517,Ratio IC50,,60.0
Cc1ccccc1CNC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)c2ccc3ccccc3n2)[C@H]2CCOC2)CSC1(C)C,CHEMBL4174057,Inhibition,%,96.0,CHEMBL2366517,INH,%,96.0
Cc1ccccc1CNC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)c2cnc3ccccc3n2)[C@H]2CCOC2)CSC1(C)C,CHEMBL4163344,Inhibition,%,97.0,CHEMBL2366517,INH,%,97.0
Cc1ccccc1CNC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)c2ccc3ccccc3n2)[C@@H]2CCOC2)CSC1(C)C,CHEMBL4177417,Inhibition,%,69.0,CHEMBL2366517,INH,%,69.0
Cc1ccccc1CNC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)c2cnc3ccccc3n2)[C@@H]2CCOC2)CSC1(C)C,CHEMBL4166792,Inhibition,%,86.0,CHEMBL2366517,INH,%,86.0
Cc1ccccc1CNC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)COc2cccc3cnccc23)[C@H]2CCOC2)CSC1(C)C,CHEMBL4170616,Inhibition,%,97.0,CHEMBL2366517,INH,%,97.0
Cc1cccc(C)c1CNC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)COc2cccc3cnccc23)[C@H]2CCOC2)CSC1(C)C,CHEMBL4159971,Inhibition,%,98.0,CHEMBL2366517,INH,%,98.0
Cc1cccc(C)c1CNC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)COc2cccc(Nc3ccccc3)c2)[C@H]2CCOC2)CSC1(C)C,CHEMBL4160405,Inhibition,%,93.0,CHEMBL2366517,INH,%,93.0
Cc1cccc(C)c1CNC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)COc2cccc(N(C)C)c2)[C@H]2CCOC2)CSC1(C)C,CHEMBL4168317,Inhibition,%,97.0,CHEMBL2366517,INH,%,97.0
Cc1cccc(C)c1CNC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)c2cc(=O)c3ccccc3o2)[C@H]2CCOC2)CSC1(C)C,CHEMBL4169789,Inhibition,%,98.0,CHEMBL2366517,INH,%,98.0
Cc1cccc(C)c1CNC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)c2cc3ccccc3o2)[C@H]2CCOC2)CSC1(C)C,CHEMBL4159139,Inhibition,%,97.0,CHEMBL2366517,INH,%,97.0
COc1cccc2cc(C(=O)N[C@H](C(=O)N[C@@H](Cc3ccccc3)[C@H](O)C(=O)N3CSC(C)(C)[C@H]3C(=O)NCc3c(C)cccc3C)[C@H]3CCOC3)oc12,CHEMBL4173216,Inhibition,%,97.0,CHEMBL2366517,INH,%,97.0
CN(C)c1cccc(OCC(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C(=O)N2CSC(C)(C)[C@H]2C(=O)N[C@H]2CCc3ccccc32)[C@H]2CCOC2)c1,CHEMBL4162533,Inhibition,%,97.0,CHEMBL2366517,INH,%,97.0
CN(C)c1cccc(OCC(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C(=O)N2CSC(C)(C)[C@H]2C(=O)N[C@H]2c3ccccc3C[C@H]2O)[C@H]2CCOC2)c1,CHEMBL4162910,Inhibition,%,95.0,CHEMBL2366517,INH,%,95.0
CN(C)c1cccc(OCC(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C(=O)N2CSC(C)(C)[C@H]2C(=O)NC2CCCC2)[C@H]2CCOC2)c1,CHEMBL4170851,Inhibition,%,93.0,CHEMBL2366517,INH,%,93.0
C=CCNC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)COc2cccc(N(C)C)c2)[C@H]2CCOC2)CSC1(C)C,CHEMBL4166369,Inhibition,%,95.0,CHEMBL2366517,INH,%,95.0
C=C(C)CNC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)COc2cccc(N(C)C)c2)[C@H]2CCOC2)CSC1(C)C,CHEMBL4174283,Inhibition,%,97.0,CHEMBL2366517,INH,%,97.0
CN(C)c1cccc(OCC(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)[C@H](O)C(=O)N2CSC(C)(C)[C@H]2C(=O)NC/C=C\CO)[C@H]2CCOC2)c1,CHEMBL4174676,Inhibition,%,94.0,CHEMBL2366517,INH,%,94.0
Cc1cccc(C)c1CNC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(N)=O)NC(=O)c2cc3ccccc3o2)CSC1(C)C,CHEMBL4164025,Inhibition,%,97.0,CHEMBL2366517,INH,%,97.0
Cc1cccc(C)c1CNC(=O)[C@H]1N(C(=O)[C@@H](O)[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)c2cc3ccccc3o2)C(C)C)CSC1(C)C,CHEMBL4160986,Inhibition,%,93.0,CHEMBL2366517,INH,%,93.0
COc1cccc2cc(C(=O)N[C@@H](CC(N)=O)C(=O)N[C@@H](Cc3ccccc3)[C@H](O)C(=O)N3CSC(C)(C)[C@H]3C(=O)NCc3c(C)cccc3C)oc12,CHEMBL4160695,Inhibition,%,96.0,CHEMBL2366517,INH,%,96.0
COc1cccc2cc(C(=O)N[C@H](C(=O)N[C@@H](Cc3ccccc3)[C@H](O)C(=O)N3CSC(C)(C)[C@H]3C(=O)NCc3c(C)cccc3C)C(C)C)oc12,CHEMBL4165197,Inhibition,%,95.0,CHEMBL2366517,INH,%,95.0
COC(=O)N[C@H](C(=O)NN(Cc1ccc(-c2ccccn2)cc1)C[C@H](OC(=O)[C@@H](NC(=O)OC)C(C)(C)C)[C@@H](N)Cc1ccccc1)C(C)(C)C.Cl.Cl,CHEMBL4208792,EC50,nM,1.8,CHEMBL2366517,EC50,nM,1.8
COC(=O)N[C@H](C(=O)NN(Cc1ccc(-c2ccccn2)cc1)C[C@H](OC(=O)[C@@H](NC(=O)OC)C(C)(C)C)[C@H](Cc1ccccc1)NC(=O)OC(OC(=O)[C@@H](N)C(C)C)C(C)C)C(C)(C)C.Cl.Cl,CHEMBL4216648,EC50,nM,5.3,CHEMBL2366517,EC50,nM,5.3
COC[C@@H]1C[C@@H]2[C@H]3[C@H](CO[C@H]3O1)C[C@@H]2OC(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CC(C)C)S(=O)(=O)c1ccc(OC)cc1,CHEMBL4214741,Ki,nM,0.09,CHEMBL2366517,Ki,nM,0.09
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2C[C@H]3CO[C@H]4O[C@H](C)C[C@@H]2[C@@H]34)cc1,CHEMBL4217920,Ki,nM,0.05,CHEMBL2366517,Ki,nM,0.05
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2C[C@H]3CO[C@H]4OCC[C@@H]2[C@@H]34)cc1,CHEMBL4205056,Ki,nM,0.045,CHEMBL2366517,Ki,nM,0.045
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@@H]2C[C@@H]3CO[C@@H]4OCC[C@H]2[C@H]34)cc1,CHEMBL4218164,Ki,nM,0.008,CHEMBL2366517,Ki,nM,0.008
COc1ccc(S(=O)(=O)N(CC(C)C)C[C@@H](O)[C@H](Cc2ccccc2)NC(=O)O[C@H]2C[C@H]3CO[C@H]4OC[C@@H]2[C@@H]34)cc1,CHEMBL4213229,Ki,nM,0.005,CHEMBL2366517,Ki,nM,0.005
